sentence,label,avg_nll,p95,run
Fred will infect the US military rank o6 with a time measure.,-1,6.876586,11.866158,5
The composer was not borrowing a subjective assessment attribute.,-1,7.200144,12.059049,5
The full time position will treat a stationary artifact.,-1,6.756878,13.881143,4
The paleontologist befriends the boxer.,-1,5.148330,10.630636,2
Ignatius doesn't run Janice.,-1,5.340115,11.054436,2
The comedian was not drinking to a region.,-1,6.417999,11.090793,5
Christopher was comparing a group of people.,-1,5.356798,10.095563,3
Donald starves Alain.,-1,7.374268,9.357531,5
The terrorist is bombing an occupational trade.,-1,6.940529,10.649359,7
Who extends zero organisms?,-1,9.731210,13.213237,4
The broker detects UNK_ORG_3.,-1,6.697119,11.767737,6
The gymnast is exhibitting an university.,-1,6.891564,14.117292,5
The plumber is inheritting a hominid from the clerical secretary.,-1,6.160959,12.607863,2
The celebrity doesn't loan the corporal a man.,-1,6.151829,12.333966,3
Who will be bombing Valentine?,-1,6.924865,10.513054,3
Brooke suspires a GAU12U.,-1,8.029606,14.727546,4
The paleontologist found a fermentation.,-1,5.935499,10.649648,2
Aileen will be searching the plumber.,-1,6.629954,9.436080,3
Tina is evacuating Hamish.,-1,5.680578,10.052828,4
Bonnie is xeroxing the past.,-1,5.295066,10.165314,3
Who has not smelt Martin?,-1,6.377221,9.088947,2
The dentist will comminute an industrial plant.,-1,5.577470,11.291143,3
Geraldine will kill the darts player.,-1,5.342519,9.132741,2
Who will be recalling?,-1,6.095283,7.757669,2
The car racing driver has not refinanced a personal watercraft.,-1,5.469974,10.853936,7
Alice was smelling Bonnie.,-1,8.484457,11.299676,5
The migrant will be shooting the waiter with a translocation.,-1,6.289241,12.037482,3
The pope was lubing to a city.,-1,6.207142,10.876194,4
Who stores the year duration?,-1,7.998406,11.907595,3
The footballer plans an enveloped virus.,-1,7.330640,12.168043,6
The US military rank o6 is giving the film director a L4 vertebra bone.,-1,6.244773,11.558445,6
The consul will render a geographic area.,-1,6.381025,10.998032,4
Milton reproduces a mobile cell phone.,-1,6.177139,11.893682,3
Harold attacks a reasoning.,-1,8.321602,14.217733,4
The waiter reproduces an intentional process.,-1,6.744379,11.820901,4
Ursula will inflate the periodical issue.,-1,6.232327,10.301434,2
The dentist consumed a question.,-1,7.167648,11.291144,3
The Astronaut was remembering.,-1,6.268642,10.074918,3
The dentist doesn't compare the coach.,-1,5.987294,10.443247,3
Who sculptured a translocation?,-1,7.612477,12.567664,7
Sebastian will be ringing the secretary of the interior.,-1,5.352054,9.180061,2
The government secretary doesn't penalize the go player.,-1,5.891623,10.510694,4
The car racing driver closes a wind surfing board.,-1,6.595773,9.280609,5
The composer located the day duration.,-1,7.859465,12.205811,3
The scientist was posting an organization.,-1,6.564554,9.976923,4
Who is planning a hominid?,-1,5.006453,7.757669,2
The US military rank special is nodding a forty five foot container.,-1,6.567288,11.725845,7
Who will assist the saxophonist?,-1,4.973208,8.818252,3
Who has not assaulted Geoffrey?,-1,7.427093,12.610714,3
The permanent representative disbursed a kitchen.,-1,7.315851,10.968123,4
The queen shoots the US military rank e3.,-1,7.029051,10.846821,5
Malcolm compresses a number.,-1,6.173324,8.846973,3
Conan operated a water area.,-1,7.028046,10.020002,3
Dorothy doesn't interview Valentine.,-1,5.889202,10.763675,2
Who will be specifying to the criminal to kill?,-1,6.276537,10.040343,4
Herbert kills the linguist.,-1,6.212746,11.891922,1
The consumer won't interview Adriana.,-1,6.755624,12.572856,3
Who was dodging a working?,-1,6.767256,11.109346,3
Keith is pouring a putting.,-1,8.039461,11.603380,3
Who calls the store owner?,-1,5.498604,7.822835,2
Melanie downloads a group of people.,-1,5.499013,9.051794,2
Andy consumes a religious service.,-1,7.919493,11.625491,2
The broker smelt a currency.,-1,7.335604,11.767735,4
The musical conductor is cleaning a right distal phalanx III bone.,-1,5.345130,10.471866,4
The performer will rede a group.,-1,7.748284,12.549750,7
Who will be finding?,-1,6.291164,7.757669,2
The joint forces land commander isn't borrowing a moss from Veronica.,-1,7.081379,13.262515,6
The pope won't be hiding Patrick.,-1,6.362780,10.876194,3
The composer kicked a group of people.,-1,5.994812,10.878588,5
The sailor is bearing a week.,-1,6.551437,10.025521,2
The terrorist will be envenomming the day duration.,-1,6.597651,10.649359,3
Who is suffering a subjective assessment attribute?,-1,7.166080,10.484025,5
Who isn't toying the day duration?,-1,6.505831,7.757669,3
UNK_PERSON_2 is forgiving Joseph the past.,-1,8.382453,14.316779,5
Who pulled a geographic area?,-1,7.626217,9.611520,3
William auctioneers a group.,-1,6.930524,8.843550,3
The cellist was wading a time measure.,-1,6.569509,10.316867,9
Hannah takes a time point.,-1,6.325213,8.403636,3
Carl will be driving a human child.,-1,6.535629,10.113209,3
The diplomatic agent will assist the secretary of the interior.,-1,5.112325,8.456737,5
Who nods an eye?,-1,6.966241,7.757669,3
The performer is running the college sophomore.,-1,7.006500,11.718233,4
Victoria will borrow the chemical equilibrium.,-1,8.606184,12.240395,7
The consumer was firing a home base.,-1,6.570123,9.721725,4
The draftsman will be starving Derek.,-1,7.170303,14.472041,3
The Nazi swaps a leaving.,-1,8.997307,13.164725,6
Who will be smoking an intentional process?,-1,7.093384,11.348057,4
Maurice is emptying a physical system.,-1,5.118523,10.155229,2
The deacon will acquire a putting.,-1,6.817486,9.713888,5
The theologian is envisaging a recreation or exercise.,-1,5.968042,10.597776,4
Alphonso has not noticed the vice president.,-1,5.319692,10.046218,3
Who concealed a time measure?,-1,8.139406,11.775419,2
The founder drinks a college.,-1,7.564305,10.741448,3
Gary doesn't poison an organism.,-1,7.115381,10.065096,3
Brooke will not be perceiving a legal action.,-1,5.301166,9.083830,3
The confederate soldier will dump a cuneiform bone.,-1,5.315958,10.768093,3
Irene is not reexamining a Seagull outboard.,-1,5.006181,9.439114,3
Who refinances a group of people?,-1,5.679459,12.189419,2
The US military rank e9 doesn't interpret some DNA molecule.,-1,7.215960,11.726992,7
The comedian will lift a man.,-1,6.771745,9.501736,7
Who reproduces the exponentiation?,-1,6.211816,11.982324,2
The game referee interviewed Christian.,-1,8.409256,9.739214,6
The baseball player was driving an ear.,-1,5.741776,9.717643,4
Wallace will not canvas a stationary artifact.,-1,7.277977,12.098426,6
The business person doesn't reproduce a subjective assessment attribute.,-1,6.766318,12.207383,5
Alfonso won't harm the spokesperson.,-1,6.376239,11.053234,2
The geologist will be falling a day.,-1,5.505949,9.621569,4
Rick was losing the employee.,-1,7.086878,10.247147,3
The chaplain will buy a fermentation from Alice.,-1,6.640199,11.983192,3
The unemployed person has not pressed a man.,-1,6.026535,10.834591,3
Melinda nodded 5.09 feus of water.,-1,6.526889,10.358686,5
The lawyer is ducking a translocation.,-1,6.092782,9.848547,4
The Queen regnant was burying a lateral inferior genicular artery.,-1,5.518798,11.370440,6
The clerical secretary was inflating a shot gun.,-1,6.017225,12.327279,3
Amanda doesn't understand Edmund.,-1,5.765410,8.607230,3
The prime minister doesn't locate the snooker player.,-1,4.928648,8.532866,2
The part timer will be creating a purchase order.,-1,5.012318,8.951320,4
The human slave was voting a residence.,-1,7.644857,12.115566,8
The anthropologist will dream 5 fictional texts.,-1,6.145944,9.781202,3
The US military rank e1 is loaning a right false rib 8 bone to the Joint Task Force Commander.,-1,6.175998,11.558444,6
Who will be purchasing an intentional process?,-1,6.074066,10.130323,4
The engineer was ascertaining a limb.,-1,5.369697,10.502536,3
The historian was bombarding Geraldine.,-1,6.318265,10.941952,4
The porter located a day.,-1,7.229807,8.510275,6
Agnes protects an area measure.,-1,7.440450,12.506002,5
The president of the united states will ingest an exhaust manifold.,-1,5.334690,9.845318,5
The subunified commander will take a maple tree.,-1,6.643436,13.944547,5
The anthropologist invested the year duration.,-1,6.795616,11.772752,3
Who sits Ralph?,-1,9.708519,9.128750,4
Who isn't vaccinating Catherine?,-1,7.064736,14.215476,2
The employee will steal a human child.,-1,6.626473,10.492691,4
Who steals a girl from Walter?,-1,6.063689,9.541559,2
Who is not dumping a girl?,-1,6.219052,8.465960,4
Florence will design a computer.,-1,6.461522,10.438767,2
Who will be pipping the government secretary?,-1,5.581074,8.960932,3
The porter is reexamining a canadian dollar coin.,-1,5.778686,13.426162,3
The US military rank o8 doesn't shout a meningeal branch of vertebral artery.,-1,6.072134,11.450001,7
The solo singer masticates a npn transistor.,-1,6.437397,11.313447,5
Who has not comprehended a nation?,-1,5.684093,8.941436,3
Who will not solder a question?,-1,6.409539,8.048453,4
Winston will sell a subjective assessment attribute.,-1,6.897147,11.391831,4
The writer was chilling a day.,-1,6.331480,9.036368,7
The database administrator was questioning Alphonso.,-1,5.964255,9.433914,7
Who is constricting an eye?,-1,5.336627,7.757669,2
Jeffrey is rendering the farm hand.,-1,6.144439,9.247197,2
The abbot won't be eating an organism.,-1,5.621198,10.056576,4
The film producer was paying a tire.,-1,6.676853,8.274353,5
Daisy will be kicking a group of people.,-1,5.070534,8.319466,3
The clerical secretary will be mailing Michael eight breadfruits.,-1,7.000923,12.773499,5
The king penalized Gertrude.,-1,5.536965,10.340527,3
Teresa doesn't ideate a smoking device.,-1,5.994281,9.834296,3
Who chooses?,-1,7.247106,7.757669,3
Who planted a translocation?,-1,6.761579,8.308489,3
Helen will toy the living.,-1,7.224897,7.500051,7
Carl was exchanging a position with an intentional process.,-1,6.960984,11.746563,3
The architect will observe a history.,-1,6.378864,9.237699,4
Who will not dredge a fictional text?,-1,6.145165,10.482864,4
The researcher has not attacked Martin.,-1,6.848673,10.916464,4
Who sets to Alicia?,-1,8.882527,9.054776,5
The consul performs a limb.,-1,8.057819,13.496705,3
The prime minister planned.,-1,6.733303,9.764862,2
The journalist will translate a number.,-1,6.412404,9.031371,4
Who will not water the year duration?,-1,6.894201,9.981030,4
Alison auctions a day.,-1,7.443523,7.372086,6
Who will not be ducking a woman?,-1,5.344687,8.580688,3
Gordon is pressing the when.,-1,6.924564,12.374737,4
Derrick will be compounding the law.,-1,5.799800,10.011635,3
Who won't be determining a geographic area?,-1,5.950588,10.732792,3
Ada smells a translocation.,-1,8.558030,11.882649,2
The artist sculpts a painted picture.,-1,4.673975,8.891700,3
The US military rank o6 chews an outboard motor.,-1,6.322879,11.065675,11
The US military rank o3 has not subjected an adrenal gland.,-1,6.891096,12.035053,11
The civilian internee is inheritting a right distal foot phalanx IV bone.,-1,6.062997,13.911157,3
The economist wasn't dumping to a nation.,-1,6.749491,11.478586,4
Mathew has not poured a putting.,-1,7.229711,13.191092,5
Seth was smelling a subjective assessment attribute.,-1,7.289405,12.598276,4
The subunified commander was granting a piano to Grace.,-1,6.952279,11.955685,3
The police officer doesn't see Phyllis.,-1,4.423857,8.263540,2
The plumber will release the monk.,-1,7.144671,12.607862,2
The darts player is injecting the king with a network resource.,-1,6.174650,11.956926,4
Lucy remembers a man.,-1,5.381079,9.421738,2
The US military rankW o3 will be finding the cricketer.,-1,6.786085,11.558444,8
The college junior wasn't hunting a key.,-1,6.298007,9.933830,4
Who heard the go player?,-1,7.436745,10.255735,3
Sonya will mash the farm hand.,-1,7.026759,10.567707,4
Who is infecting Kelli with the year duration?,-1,6.581322,13.351498,3
The consul doesn't partake the day duration.,-1,6.481243,13.344561,3
The US military rank o7 added a superior gluteal deep branch artery.,-1,6.755423,11.558444,7
Who lifted to a nation?,-1,7.155024,7.910220,5
Clarence is transforming the chemical equilibrium.,-1,6.679228,10.376603,3
Lawrence bombards the geologist.,-1,6.414219,10.615956,2
Who will not be attacking the captain officer?,-1,6.231705,10.617428,3
Roy was closing an investing.,-1,8.715162,10.397797,6
The consul will not be imbibing a week.,-1,5.490419,10.661604,3
Stephen will relinquish the prisoner of war.,-1,5.557583,11.321255,3
The writer will boil a woman.,-1,6.401695,9.037340,4
Bruce will be locating the designer.,-1,7.038633,11.405753,2
The abbot will roughen a day.,-1,6.022061,10.056576,5
Desmond will subject a region.,-1,7.469198,9.357479,5
Who isn't shooting the bishop?,-1,5.858638,9.703953,3
Amanda was closing an argument.,-1,5.945978,6.281968,7
Daphne will be driving an indicating.,-1,6.223410,7.142190,4
The US military rank o6 kicks an unpowered vehicle.,-1,6.883131,11.558444,11
The ally was punishing the Queen consort.,-1,7.212182,12.447463,4
Gertrude doesn't award a translocation to Inna.,-1,5.578979,10.580074,4
Who is not having an intentional process?,-1,5.830958,7.757669,5
The US military rank special plays an auditorium seat.,-1,7.225036,14.344305,6
The political scientist will evacuate the part timer.,-1,6.702626,13.027817,5
Who is getting the registered nurse?,-1,5.602342,7.757669,3
The broker is cleaning a month.,-1,6.724702,11.751540,4
The Chess player rings Lucas.,-1,8.873259,11.665735,6
The dissident will be chilling a linguistic expression.,-1,7.093314,13.642091,4
Who solders a question?,-1,6.941411,9.192043,3
The manager was turning a collection.,-1,6.611174,10.337642,4
The government secretary will not be expressing a glove.,-1,6.259641,10.261087,5
Dora is befriending the astronomer.,-1,4.837250,12.019724,4
Who was rendering the government secretary?,-1,7.017973,11.451991,3
Jessica wasn't running the plumber.,-1,6.929388,10.292233,3
The founder told a leaving.,-1,7.826674,9.533027,6
The gymnast will be dodging a game.,-1,5.603673,12.069553,2
Pauline lends a translocation to Lawrence.,-1,6.619217,9.698599,3
Louis was shouting a man.,-1,7.381263,9.710058,6
The performer works a group.,-1,6.280437,7.399048,3
The clerical secretary won't bray an involuntary muscle.,-1,6.641829,11.545970,3
The composer won't be drinking a subjective assessment attribute.,-1,7.302856,13.842085,5
Clarence was advertizing the living.,-1,6.584809,9.412724,2
Simon will interview Phil.,-1,7.445686,7.400844,5
Gordon doesn't dilute a day.,-1,5.329018,9.180809,3
The secretary of the treasury was vandalizing a shirt.,-1,5.394802,10.365287,4
Gerald soldered an artifact.,-1,6.623495,7.097668,3
Mitch is selecting Priscilla.,-1,6.915129,11.977955,5
The student will steal a physical system from Ethel.,-1,5.908332,12.497608,2
The lacrosse player is not binding an avocado to Emma.,-1,6.351960,12.208662,4
The violinist finds an object.,-1,5.292875,7.422489,4
Who is penalising the civilian?,-1,5.726583,9.446866,2
Who auctioneered a language?,-1,6.685178,10.134932,3
The consul general is wetting a clamp.,-1,6.351053,13.496706,2
Who will not be firing a contest?,-1,6.072287,11.793113,3
The diplomat has not intended to Travis to sculpture.,-1,7.304623,13.500319,5
Who will be comminuting 9 organisms?,-1,6.024199,10.091120,4
The bishop will analyze an university.,-1,7.689993,11.083677,7
The human slave bombed a guide book.,-1,7.560927,10.394248,4
Who will perceive Mavis?,-1,6.934859,8.122422,5
The musical conductor will be unveiling a grecian tub.,-1,6.094921,10.163425,4
The paleontologist borrows a geographic area from Edward.,-1,5.213097,10.783308,2
The celebrity was combining a day.,-1,7.307810,11.247896,4
The soldier won't be auctioneering a contest.,-1,5.913853,11.767249,3
The joint forces commander is finding.,-1,6.528460,9.123841,7
Who born a number?,-1,7.379920,8.036391,5
Alex will borrow a woman from the US military rankW o2.,-1,7.120250,10.916166,6
The military commander will shut 2 bacteriums.,-1,6.439422,8.970962,6
Daphne substitutes a day.,-1,6.363183,7.099809,4
Who will pass the when?,-1,5.953788,7.757669,3
Who will envenom a day?,-1,5.559689,7.910453,4
The vice president is stealing a radial branch artery in the hand.,-1,5.746352,10.681999,3
The spokesperson will produce the year duration.,-1,7.253153,11.653439,4
The cyclist was submitting a geographic area to Caitlin.,-1,6.207964,12.437943,2
The US military rank e4 is borrowing a contract document.,-1,6.925822,11.558444,6
The college sophomore is painting a tv remote.,-1,6.132769,9.433577,3
Who will not be planning a working?,-1,5.763423,8.453302,3
Pauline wasn't eliminating the day duration.,-1,7.082855,12.683872,3
Who will find a nation?,-1,5.603953,7.757669,3
Claire is driving a geometric point.,-1,5.890322,10.190979,3
The monarch was aiding UNK_PERSON_1.,-1,7.427104,13.409417,7
Barnaby will add the planet earth.,-1,5.911138,8.159111,5
Angelina has not soldered an artifact.,-1,5.978861,10.205090,3
Who suffers the year duration?,-1,7.734703,11.589347,2
The major general irrigates a golf facility.,-1,6.471931,8.881998,5
The soldier loses the US military rank e7.,-1,6.205065,9.625336,3
The president of the united states will nod a deltoid artery.,-1,5.126273,12.832119,4
The dentist massaged a day.,-1,6.281207,11.291144,3
Ada sought a group.,-1,8.325799,11.882649,2
Who was understanding the rock climber?,-1,5.931080,10.068544,3
Rosemary was painting a leaving.,-1,7.630717,12.122707,2
The chargeD affaires penalises Alcyon.,-1,7.749124,14.567797,6
The physicist was starving the historian.,-1,7.335377,11.903548,6
Who will be selling a number?,-1,5.224363,7.757669,4
Eileen assaults Marilyn.,-1,8.311090,8.281826,4
The clerical secretary penalises the refugee.,-1,6.716650,12.327279,2
The teacher will be investing a public program.,-1,5.627899,9.778273,3
The government secretary turns a brake pedal.,-1,6.661408,11.283183,4
The chargeD affaires eats UNK_ORG_1.,-1,7.749743,13.245184,9
Edward was adding a physical system.,-1,7.032090,9.911417,3
The US military rank e5 constricts a nursery.,-1,6.795622,11.558444,8
The pilot will seat Rosemary.,-1,6.782993,9.292002,5
The rabbi doesn't sculpt a translocation.,-1,6.222733,11.819743,2
Adrian impersonated the chairmanJC s.,-1,7.783338,14.081813,4
Who kills the attorney?,-1,6.322545,9.705351,2
The part timer was taking 7 poodles.,-1,6.213233,9.573293,10
Nicholas unwraps an eye.,-1,5.626150,10.463240,3
The engineer inflates a time measure.,-1,6.610299,11.112236,3
Who was compacting a group of people?,-1,5.321627,7.757669,6
The chaplain was disbursing null.,-1,6.215940,12.286731,2
The corporal will not starve Hazel.,-1,6.220490,12.482036,3
The directorJS was playing a combustion chamber.,-1,7.708961,14.867467,5
Who will be attacking Maggie?,-1,6.301373,10.835017,2
Who won't drive a translocation?,-1,6.098501,8.286165,4
Edmund was shooting Dolly.,-1,6.527756,9.395777,4
The performer will be cutting a human child.,-1,5.750009,8.519118,3
The statistician was not expressing a recreation or exercise.,-1,6.355910,9.496231,6
Who binds a school?,-1,7.497035,7.757669,2
UNK_ORG_1 inherits a land area from Annabel.,-1,6.752653,13.738018,3
Kate isn't reding the past.,-1,6.372261,10.220131,2
The artist will not take a day.,-1,5.044210,6.209255,5
The political scientist was not producing a party platform.,-1,4.984178,8.310156,6
The economist will smell the performer.,-1,7.066980,11.478585,4
The librarian doesn't upload a subjective assessment attribute.,-1,7.066542,12.458021,3
The go player will be releasing the pharmacist.,-1,6.902766,11.248324,4
The zoologist was not chewing a food.,-1,5.931477,12.321130,3
The investor doesn't dodge the year duration.,-1,7.281561,12.380264,3
The consul general will be voting a barrier.,-1,6.426778,12.389723,4
Who consumes 15 pints of water?,-1,4.731208,7.757669,5
The concierge envisages the day duration.,-1,6.516811,14.229968,3
Aileen doesn't support Seth.,-1,6.228462,9.074665,3
The botanist will be designing a group of people.,-1,4.198887,7.548776,2
The sailor smells Travis.,-1,9.062027,12.726426,4
Gloria will be waving an investing.,-1,6.302465,9.687290,4
The veteran won't be interchanging a corporation.,-1,6.023928,10.973237,3
Yvonne presses a subjective assessment attribute.,-1,7.253632,13.920382,5
Benjamin reckons a human child.,-1,6.245496,9.011179,4
Conan borrows an indicating from the ambassador.,-1,6.556746,12.723789,3
The statistician is specifying to Alicia to wade.,-1,7.313697,12.455220,5
The full time position will sell a marsupial to Hilda.,-1,5.512138,11.173942,4
Who rung Doris?,-1,6.618425,8.259224,4
The confederate soldier will not be imbibing a hardware system.,-1,5.104475,10.768093,2
Who is dodging an intentional process?,-1,6.177362,10.024192,3
Gladys heard Nicholas.,-1,6.662043,10.349972,3
Who isn't nearing a group of people?,-1,5.320480,9.990992,2
The philosopher was beckonning to Wendy.,-1,6.378712,11.783718,6
The teacher will share a group of people.,-1,4.726147,7.098746,4
The draftsman will be setting to a sloped area.,-1,4.834150,9.141881,2
The ambassador mails a week.,-1,7.912860,11.943411,3
Emily will not be reproducing a shape attribute.,-1,6.253534,10.506596,3
The investor intends to Anthony to fish.,-1,7.459846,11.837609,4
Bunny doesn't ideate a light fixture.,-1,5.756251,8.730488,3
Who manducates a profile wall?,-1,7.032780,10.584787,3
Who was not ducking a translocation?,-1,6.153488,10.379024,4
Who is damaging a subjective assessment attribute?,-1,7.554071,12.575762,5
Alvin manducates a plug.,-1,7.061413,10.462349,4
Who has not fired the year duration?,-1,6.744467,10.570768,2
Who is bombarding a television set?,-1,5.460564,8.034670,3
The anthropologist was painting 3 human children.,-1,5.761356,9.427575,3
Who will not specify to Denis to didder?,-1,7.314756,11.448552,9
Karina was analysing a field of study.,-1,5.238932,10.026880,2
Brady loans the part timer a woman.,-1,6.880042,10.476089,6
Nicholas was determining to Jessica.,-1,7.895077,14.570225,4
The Joint Forces Maritime Commander will be purchasing zero tumors from Mark.,-1,6.833234,10.656593,3
The lawyer will be charging Joan.,-1,6.603625,9.848547,3
Who was seating Bertie?,-1,6.816008,10.657539,4
Cnythia will consume a human child.,-1,5.969231,11.329603,3
The lacrosse player will be fermenting a water vehicle.,-1,5.820475,12.208659,3
Who will not be downloading a group of people?,-1,4.896508,8.910659,3
The archeologist loses UNK_PERSON_1.,-1,6.628804,13.116553,4
Who is frying 10 registry tons of water?,-1,6.903683,13.025990,2
Clarice was eating the functioning.,-1,7.559534,10.812047,4
Who is submitting a school?,-1,5.661079,7.757669,2
Who will be compounding a question?,-1,5.570417,8.251854,4
Who is poisonning the engineer?,-1,6.810964,12.020293,2
The footballer will kick an office building.,-1,6.096619,8.370995,6
The writer wasn't turning a number.,-1,5.950306,9.036369,3
Michelle doesn't steal a translocation.,-1,6.742657,10.331726,4
The manager evacuates Ellen.,-1,7.518989,12.511415,3
The government secretary is diluting a horn instrument.,-1,7.022556,12.686324,3
The attorney general will communicate a nation to Alfonso.,-1,5.538826,9.719791,7
The governor will ascertain.,-1,7.770856,9.144628,5
Victoria isn't giving eight fictional texts to the business person.,-1,6.927808,11.306462,4
The go player will be impersonating Florence.,-1,6.528906,11.831734,4
The lawyer raises a collection.,-1,6.752858,9.848547,3
Juliana doesn't protect Elton.,-1,6.095021,9.768164,3
Mitchell was not bearing the human slave.,-1,6.140109,10.582432,3
The painter partakes a class.,-1,6.763200,10.065176,7
Who protects an attack?,-1,6.770509,7.757669,5
The investor brays a board or block.,-1,7.004937,10.997034,9
The boxer was cleaning the when.,-1,7.463759,12.521602,2
Mike irons the day duration.,-1,7.994243,13.831901,3
Hamish delivers a stating to the part timer.,-1,7.127211,10.586802,3
Jim hears the right.,-1,8.051828,9.393661,2
The musical conductor is bombarding a hinge.,-1,6.509922,12.344218,3
The hospital corpsman was dredging the war state.,-1,5.862986,11.716496,3
The footballer ideates a mouse.,-1,6.524272,9.994080,2
The ambassador will compound a translocation.,-1,7.015845,11.943412,4
Who will be imbibing a woman?,-1,5.103342,10.701955,3
The attorney shoots the vice president.,-1,5.906798,9.759528,3
Kenneth is dodging an indicating.,-1,7.274053,14.614719,3
The celebrity puted a shopping mall.,-1,7.019672,10.478092,4
UNK_PERSON_3 steals the law from the cellist.,-1,6.825789,14.316779,5
The US military rank e2 will take a telephone.,-1,6.690999,11.288275,8
Who is planning?,-1,6.073370,7.644180,2
Dolly will be dredging a stationary artifact.,-1,6.223976,11.179951,3
Francis will be showing a putting.,-1,6.455333,10.337128,2
The US military rank e1 is shooting Hardy.,-1,7.937861,15.663165,6
The Joint Forces Commander was assailing a sweet cherry tree.,-1,5.920703,9.750658,7
Veronica comprehended the US military rank o7.,-1,6.715331,11.464355,5
The comedian is firing a working.,-1,7.410155,11.090793,4
The military person is penalizing Cora.,-1,6.588514,10.578750,3
Casey takes a number.,-1,5.547977,7.146639,2
The US military rankW o1 will be seating Melinda.,-1,8.031175,14.361390,8
Who bombards a water area?,-1,6.099947,7.757669,3
The statistician purchased a computer program from the Joint Forces Maritime Commander.,-1,6.133122,13.141681,4
Who was soldering a subjective assessment attribute?,-1,7.453017,15.074349,3
The rock climber is stretching a violin.,-1,5.606125,9.663525,4
Who was intercommunicating a time measure to the broker?,-1,6.084718,10.768872,4
Who inflates a woman?,-1,6.258946,7.757669,2
The engineer will be bombarding 9 men.,-1,5.842503,11.112236,4
The banker will grow a month.,-1,6.165183,8.341945,4
Rachel replaces a time point.,-1,8.505362,11.076495,6
The college sophomore is putting a guitar.,-1,6.310274,8.637669,3
The secretary of the interior was kicking a sieve.,-1,5.406904,11.361716,5
The major was intercommunicating a time measure.,-1,6.377423,9.895392,9
Who has not imagined the year duration?,-1,6.206619,7.757669,2
Who dodged a woman?,-1,6.121966,10.340506,2
Gary irrigated a subjective assessment attribute.,-1,8.917562,18.198040,3
The clerical secretary interviews Bertha.,-1,6.781740,12.327279,3
Lionel was not dredging some urine.,-1,6.094174,11.345515,3
The lawyer is fishing a group of people.,-1,5.270777,9.848547,6
The actor is vandalising a cutting device.,-1,6.123520,10.828882,2
The civilian will be eating 9 human children.,-1,6.116005,9.499856,5
Ricky smokes the year duration.,-1,6.715647,10.530296,3
The admiral will be turning a government.,-1,5.877114,8.473069,4
Austin works an investing.,-1,9.247873,10.207914,5
The ally places a group.,-1,7.648116,12.379631,3
The film producer evacuated Norman.,-1,8.347703,10.741972,6
Lora will classify a service.,-1,7.114229,8.039334,4
The historian wasn't fishing the planet earth.,-1,6.304011,11.030098,4
The rabbi was ringing Phoebe.,-1,5.530464,11.819743,2
Ursula will be tasting a translocation.,-1,5.964625,10.930765,3
The military commander is ascertaining.,-1,5.297099,7.278384,6
The military officer votes a human corpse.,-1,6.968086,8.970962,7
The composer was freezing the day duration.,-1,7.562953,14.210112,8
Angelina is compounding a fact.,-1,6.288569,12.896567,2
Phoebe was releasing the lacrosse player.,-1,5.060809,11.771954,2
Who isn't poisonning the widowed woman?,-1,6.237710,11.000386,2
Who doesn't mail the US military rankW o3 a serving?,-1,7.700610,14.727159,11
The student will retrieve the living.,-1,6.233129,8.875229,2
The game referee gives an index bond to the farm hand.,-1,6.357313,12.707275,7
Who shared five women?,-1,7.755676,9.249679,5
The composer will be bearing the living.,-1,6.224332,10.878588,3
Who respires a time measure?,-1,7.875228,9.996781,6
The Queen consort wasn't closing a gear.,-1,7.010720,12.033813,4
Melody isn't fermenting a water area.,-1,6.290949,10.214437,3
Who will plan?,-1,6.612474,7.757669,4
Bridget considers the permission.,-1,6.285090,10.870852,2
Larry is uncovering the periodical issue.,-1,6.187037,10.948316,3
The US military rank o6 doesn't massage Carmen.,-1,7.996422,15.443463,7
Louis will not be dodging the year duration.,-1,6.407255,12.184406,3
Sue was thinning to a region.,-1,6.139869,10.468156,4
The tourist will affix a man.,-1,6.218646,10.868129,4
Elvis will not dishonour the US military rank e9.,-1,5.213191,10.287257,3
Madeline will nod an intentional process.,-1,7.752989,10.861423,5
The computer scientist will be envenomming a vehicle safety device.,-1,5.901772,9.662703,4
Casey won't be breathing a class.,-1,5.804771,9.935630,2
The secretary of defense will kill Kelli.,-1,5.936679,9.699198,6
Who will be transforming a day?,-1,6.223194,7.757669,4
The US military rank o7 irons an aorta.,-1,7.312505,11.243479,11
The gymnast imagines a pursuing.,-1,6.555724,12.420560,2
Winston will nod to Tim.,-1,6.726911,8.652117,4
The cardinal will discover the past to the sculptor.,-1,5.673228,11.090378,4
The coach pushes the year duration.,-1,7.793644,10.670770,3
The musical conductor will smoke a chair.,-1,6.685856,10.163425,5
The archeologist understands the year duration.,-1,6.371227,10.042065,3
Cinderalla wasn't performing an animal.,-1,6.266581,9.607933,4
Monica roughened a translocation.,-1,6.954840,9.611576,6
Alice is manducating a robot.,-1,6.176568,10.414252,2
Kellie advertised the year duration.,-1,7.360208,13.520141,3
Phoebe will not be reproducing an animal.,-1,4.523119,8.263628,2
The criminal will not search the lawyer.,-1,5.904188,8.891036,3
The college junior was refinancing UNK_LOC_1.,-1,6.734363,14.790802,3
The violinist damages a group.,-1,6.743997,11.489168,2
The US military rank o10 will not be finding a stove.,-1,6.618755,11.558444,7
Maurice doesn't nod an eye.,-1,4.976482,10.185272,2
Diana kicks the right.,-1,6.862467,6.908865,6
