sentence,avg_nll,p95,human_label
Hannah was combining a non_rechargeable battery.,6.002166,12.723235,-1
Wendy tells an ocean liner.,5.654695,8.561577,-1
Tim determines a guided missile.,8.006075,12.267553,2
Who graves a left distal phalanx V bone?,6.063758,10.668932,1
Florence imbibes a positive crankcase ventilation valve.,4.994985,10.438767,-3
Who envenoms a defensive stock?,6.790434,9.689029,-2
Who is supporting a military surplus?,5.929633,7.826262,2
Who seats Abigail?,7.740747,10.364985,2
Nancy will pullulate Caitlin an auricle.,7.339064,12.588079,-1
Tim auctioneers a steps.,7.732817,14.790931,1
George fires a switch device.,7.572916,9.726181,2
Laura crunched a left intermediate phalanx II bone.,6.939136,11.029098,1
Susan assails a triquetral bone.,7.015288,10.101236,1
Who will be inheritting four apples?,7.090741,10.82332,2
Greta will be writing five torsi.,6.749448,10.975677,-2
Morgan buries a temporal branch artery.,6.701701,11.326151,2
Terence will pour 10 leafy green vegetables.,5.732464,10.649703,2
Who won't assault a professional athlete?,5.712039,8.444033,2
Who has not ingested some glue?,5.281006,8.095109,2
Who was assailing Richard?,7.389414,8.263265,2
Who won't pestle an ovum?,6.607323,10.020872,1
Amselm will be wetting a note.,6.100026,9.363286,2
Who will be trotting from an edible nut Andrew?,7.199515,13.158651,-1
Lisa will be stealing a palm oil nut from an artistic occupation.,6.302549,10.646126,-2
Emily doesn't borrow a vessel to semilunar ganglion artery from a field grade officer rank.,6.417384,12.76477,-1
Who reproduced a drum?,8.457034,11.493952,2
Who will be firing a hotel function room?,5.875945,9.833511,-1
Rebecca sought a Triticum urartu.,5.39731,11.049017,-3
Maggie borrows a petroleum tanker ship.,5.816198,14.178371,2
Who finances a chairman manual?,8.211085,11.440189,-1
Who roughens a wheelchair?,7.513524,10.806465,2
The tourist interviewed Marilyn.,8.907272,11.75919,2
Who ferments the day duration?,7.952852,15.075826,-1
The concierge will not be drinking a game.,5.449458,11.264914,-1
The golfer will borrow the year duration.,6.298767,11.668217,-1
Grace doesn't compare a field of study.,6.244078,9.257103,1
The manager doesn't violate the investor.,6.057866,10.991956,2
The writer is sculpting a woman.,4.742788,9.036369,2
Eileen comminutes a cell nucleus.,6.125288,7.722857,1
The prisoner will play a shopping mall.,5.735401,11.686373,-1
The pianist is burying a subjective assessment attribute.,6.380713,13.409925,-1
Emil is locating a growth.,6.539401,8.798763,2
Ronald doesn't hide the US military rank e5.,6.194286,10.480947,2
Norma has not uploaded a serving.,6.470682,10.578524,-1
The US military rank e6 will be storing 10 branch artery to surface of the femur and the knee joints.,5.690651,12.277603,-2
The monk won't be ideating a continuous combustion engine.,5.937307,12.105227,2
Who is fishing a group of people?,5.166259,7.757669,1
The radio operator will be submitting a bowling ball to Constance.,5.798398,10.343225,2
The internet user will bury an above the line.,6.390814,8.98593,-1
The Hockey player doesn't intend to the secretary of the interior to minify.,5.712255,10.848886,-3
The abbot evinces a woman.,5.892907,10.056576,-1
The king was purchasing a group of people.,4.799871,9.166961,2
The Marksman professional fishes a body covering.,7.538132,12.068066,1
Who was refinancing a question?,6.13576,9.532986,-1
The tourist chooses a week.,6.77772,10.868129,2
The celebrity is painting the day duration.,7.410785,11.247896,-1
Rodney empties a food.,6.816939,10.239841,-1
Sara excretes a planting.,6.760085,13.21847,-1
Douglas loans a group of people to the journalist.,5.363349,10.679474,2
Alexander loses Lilian.,8.073801,10.50445,2
The student wasn't determining.,7.316271,11.05731,1
Who was assailing an intentional process?,7.685723,10.747395,-1
The US military rank o6 finds 0 maple trees.,6.945608,11.558444,-2
Doug has not massaged the plumber.,6.275264,10.758198,2
Rosa is regarding a human child.,6.070315,7.55804,1
Pete won't be getting a food from Alban.,5.883138,8.989586,2
Who will be bellowing an intentional process?,6.071075,9.85723,-1
The tourist fishes a lake.,6.992446,10.868129,2
The police officer isn't evacuating Morgan.,5.755293,11.281492,2
The carpenter runs the sailor.,6.302943,12.048243,-1
Who was eating a man?,6.099099,7.757669,2
Winnie was dodging an intentional process.,6.700677,10.958292,-1
Who will plan?,6.612474,7.757669,1
Martin was storing a physical system.,7.132748,9.790388,2
Who buys ten women from the internally displaced person?,6.384437,10.543195,1
The astronomer will be wetting a radiating electromagnetic.,5.596903,12.257123,-1
Andrew drives an artifact.,8.20842,11.402403,-1
The consumer was pulling a group of people.,5.193654,8.968295,-1
The manager will not be compacting a subjective assessment attribute.,6.637114,14.87492,-1
Francis will be designing a water area.,5.805651,10.337128,2
Who is cooling an intentional process?,6.942365,10.23315,-1
The college senior was planning a tail.,6.588579,10.329816,-1
The Queen regnant infects Alex with an ape.,6.229197,9.960998,-3
Maggie is cutting the when.,5.798359,10.985549,-1
The writer will locate Alison.,7.406055,9.036368,2
The US military rank o2 is downloading a charger.,7.302204,11.558444,-2
The anthropologist is ingesting an organism.,5.362348,11.772752,2
Gertrude ideates a violin.,6.742543,10.356567,2
The US military rank o5 was imagining an inductor element.,7.069981,11.558444,-2
The US military rank o3 doesn't penalize Alec.,7.284784,13.882644,-2
The statistician will slit a group of people.,5.554456,9.496231,-1
Kristin is conveying a psychological process.,6.26207,10.259626,2
The college sophomore will be envisaging an aerator.,6.353167,8.637669,2
Who is breathing a week?,6.808522,10.848801,-1
The poker player was revealing a soccer ball.,6.386446,11.651596,2
Who bombarded a week?,6.57812,8.354549,-1
The pharmacist is cutting a computer program.,5.885421,10.938972,-1
The musical conductor is injecting the potter with an electronic data storage device.,5.4163,10.163425,-3
Robert was smoothenning an animal residence.,6.929019,10.240891,2
The historian will not be advertising an university.,6.090481,11.030098,2
Gerry famishes Gerald.,8.116948,8.690534,2
Nora will be uploading an intentional process.,6.156265,8.703776,-1
The human slave acts Austin.,8.940738,10.76635,-1
The waiter will swop a bowling ball.,6.319892,11.237981,1
Who fires an attack?,6.686508,7.757669,-1
Alex is designing an internal change.,6.241735,8.896797,2
Sam was not auctioning an intentional process.,6.77215,10.553946,-1
Sheila has not raped Wilfred.,6.4689,11.051981,2
The anthropologist was kicking the when.,6.580313,11.772752,-1
Kristen will drive a fact.,6.714929,10.259626,-1
Roger heard a number.,7.651137,10.430385,-1
Max fortifies the tourist.,8.08003,10.956345,-1
The concierge roughened a woman.,6.621334,11.679628,2
Dawn fired an object.,6.455063,6.870488,2
Mike doesn't combine a human child.,6.72433,9.653185,-1
Who doesn't infect the Chess player?,6.479733,13.200718,2
The medical doctor was concealing the pilot.,5.542625,10.437292,2
Who partakes a fictional text?,6.907448,12.07902,-1
The waiter financed an intentional process.,8.011578,11.820901,-1
Who shoots the linguist with a subjective assessment attribute?,6.773387,12.948656,-3
Morgan will kill a nation.,5.763459,7.363049,-1
The Queen consort is not killing the film director.,5.919642,10.872886,2
Who ducks a day?,7.500916,7.757669,-1
Jack will be giving Ignatius an organism.,5.618248,11.81961,2
The drummer will be toying a human child.,6.186411,10.605508,1
Jacinta will dishonor Ricky.,8.356098,10.495999,2
Who doesn't perform a week?,5.672753,8.465765,-1
Casey famishes Victor.,7.934529,11.619093,-2
The military person dodges an endomembrane.,6.008802,9.848125,-1
Lisa will not be questioning Pamela.,6.638847,10.204623,2
The cardinal will be including the year duration.,6.903786,11.090378,1
Joyce borrowed a question.,7.019232,10.352501,-1
The US military rank o6 was taking five lacrymal glands.,6.514251,11.15074,-3
Philip vandalized the law.,7.031739,10.317114,-1
The concierge dreamt the year duration.,7.022382,11.679628,1
Clarice is burying a leaving.,6.981369,13.719994,-1
The human slave infects the tourist.,6.455715,10.515993,1
Travis will attack Valentine.,6.859587,9.366298,2
Harry classes a process.,8.587446,10.009584,-3
The sailor will be infecting the diplomat with a geographic area.,5.654531,12.726427,-3
Who shares the periodical issue?,6.74972,10.479712,1
The dancer examined the planet earth.,6.471664,10.512714,1
The darts player called the writer.,5.557165,8.949361,2
Who sculptures an organism?,8.195457,8.32274,1
Lindsay is reproducing the farm hand.,5.683679,9.1208,1
The cellist is harming Alvin.,6.490083,9.64121,2
Who has not sold the year duration to the performer?,6.071183,11.436005,1
Patrick grows a number.,7.507941,10.156841,-1
The economist is not placing a nation.,6.492118,11.478586,-3
Perkin was transforming a relation.,7.768118,11.865154,-3
Who will be lubricating a working?,6.154874,7.757669,-1
Who wasn't working a group of people?,5.360286,8.953397,1
The Nazi is nodding a geographic area.,6.588541,12.693223,-1
Tim stores a human child.,8.18802,9.599575,1
Conan loses Ronald.,8.441504,9.991436,2
The student will suffer a question.,6.068142,10.689221,-1
Who will be painting the when?,5.833874,10.55685,-3
The poker player painted a streetcar.,6.43793,11.606884,2
Who is choosing?,6.05228,7.757669,2
Pauline points a subjective assessment attribute to the theologian.,6.475154,11.320301,2
Mitchell will evaporate a proposition.,6.266719,10.690188,-3
Who has not fished the year duration?,5.947004,9.212333,-1
The sociologist will be evacuating Edmund.,6.166116,13.006786,-1
Winston steals a group of people from Alice.,5.231401,8.403713,2
The theologian has not pestled a time measure.,6.100878,12.993032,-1
Who will be reeving a subjective assessment attribute?,6.431139,12.364632,-3
Dominic won't be hearing Helen.,6.246943,10.326035,2
The migrant will show a human child.,6.826937,9.131353,1
The designer will compact a product.,6.604876,9.948903,2
The drummer paid a subjective assessment attribute.,7.688461,12.434538,-3
Who has not canvased a newsprogram?,6.423375,10.627259,-1
Diana lubricated a cell.,6.868217,8.862432,1
The engineer has not cuted a time measure.,6.414827,10.609799,-3
Bertha will write a linguistic expression.,6.736079,9.833745,2
The psychologist waters 0 human children.,7.894201,11.606877,1
Who seated Cinderalla?,8.245372,10.767482,2
Fred imagines a container.,6.930339,10.507872,2
Angelina winks the year duration.,7.026165,10.20509,-1
The plumber is locating the potter.,6.040834,11.452423,2
Who was not wading an object?,6.484474,8.295773,-1
Who borrows a man from Edmund?,6.249215,13.097079,1
Ida wades an eye.,6.457868,8.807495,-1
Who mails a human child?,7.251012,7.757669,1
Who was setting the exponentiation?,6.775258,12.758664,2
The college junior doesn't harm Tom.,6.769257,10.742887,2
The golfer located the US military rank o6.,6.613089,9.90925,-1
Paula squeezes a leaving.,7.2432,14.262329,-1
Violet inflates a group of people.,5.20304,9.171434,-1
The dentist isn't stealing an automobile.,6.245382,10.435352,2
The chairmanJC s will fire an article.,8.503341,9.644679,-1
Roy won't run Pauline.,6.75264,10.397797,2
Roland was driving a man.,5.74089,7.278111,-1
The cellist doesn't freeze an object.,6.159414,9.64121,1
Who was not ironning the year duration?,7.569606,12.340415,-1
The supreme court judge will recollect.,5.698183,7.400884,1
The college junior was drinking an insurance policy.,6.021025,8.637669,-1
Who will solder a pipeline?,6.67026,9.04178,2
The public prosecutor dumps a common wheat grain.,7.067509,10.930734,1
Pete was concealing the prince consort.,6.03847,10.861948,2
The historian sees a fact.,5.982145,7.878717,2
Who suffers a nation?,6.955796,8.821921,-1
Who guided a question?,7.408594,8.736846,1
The major won't be locating an art work.,5.603783,11.092755,1
Who will not substitute a woman with a woman?,4.620836,7.757669,1
Fred will infect the US military rank o6 with a time measure.,6.876586,11.866158,-1
The composer was not borrowing a subjective assessment attribute.,7.200144,12.059049,-1
The full time position will treat a stationary artifact.,6.756878,13.881143,-3
The paleontologist befriends the boxer.,5.14833,10.630636,2
Ignatius doesn't run Janice.,5.340115,11.054436,2
The comedian was not drinking to a region.,6.417999,11.090793,-1
Christopher was comparing a group of people.,5.356798,10.095563,2
Donald starves Alain.,7.374268,9.357531,2
The terrorist is bombing an occupational trade.,6.940529,10.649359,-1
Who extends zero organisms?,9.73121,13.213237,-1
The gymnast is exhibitting an university.,6.891564,14.117292,2
The plumber is inheritting a hominid from the clerical secretary.,6.160959,12.607863,1
The celebrity doesn't loan the corporal a man.,6.151829,12.333966,1
Who will be bombing Valentine?,6.924865,10.513054,1
Brooke suspires a GAU12U.,8.029606,14.727546,-3
The paleontologist found a fermentation.,5.935499,10.649648,1
Aileen will be searching the plumber.,6.629954,9.43608,2
Tina is evacuating Hamish.,5.680578,10.052828,2
Bonnie is xeroxing the past.,5.295066,10.165314,2
Who has not smelt Martin?,6.377221,9.088947,2
The dentist will comminute an industrial plant.,5.57747,11.291143,2
Geraldine will kill the darts player.,5.342519,9.132741,2
Who will be recalling?,6.095283,7.757669,2
The car racing driver has not refinanced a personal watercraft.,5.469974,10.853936,2
Alice was smelling Bonnie.,8.484457,11.299676,2
The migrant will be shooting the waiter with a translocation.,6.289241,12.037482,-3
The pope was lubing to a city.,6.207142,10.876194,-1
Who stores the year duration?,7.998406,11.907595,-1
The footballer plans an enveloped virus.,7.33064,12.168043,-1
The US military rank o6 is giving the film director a L4 vertebra bone.,6.244773,11.558445,1
The consul will render a geographic area.,6.381025,10.998032,2
Milton reproduces a mobile cell phone.,6.177139,11.893682,2
Harold attacks a reasoning.,8.321602,14.217733,2
The waiter reproduces an intentional process.,6.744379,11.820901,2
Ursula will inflate the periodical issue.,6.232327,10.301434,2
The dentist consumed a question.,7.167648,11.291144,-1
The Astronaut was remembering.,6.268642,10.074918,2
The dentist doesn't compare the coach.,5.987294,10.443247,2
Who sculptured a translocation?,7.612477,12.567664,1
Sebastian will be ringing the secretary of the interior.,5.352054,9.180061,2
The government secretary doesn't penalize the go player.,5.891623,10.510694,2
The car racing driver closes a wind surfing board.,6.595773,9.280609,-1
The composer located the day duration.,7.859465,12.205811,-1
The scientist was posting an organization.,6.564554,9.976923,2
Who is planning a hominid?,5.006453,7.757669,1
The US military rank special is nodding a forty five foot container.,6.567288,11.725845,-1
Who will assist the saxophonist?,4.973208,8.818252,2
Who has not assaulted Geoffrey?,7.427093,12.610714,2
The permanent representative disbursed a kitchen.,7.315851,10.968123,1
The queen shoots the US military rank e3.,7.029051,10.846821,-1
Malcolm compresses a number.,6.173324,8.846973,2
Conan operated a water area.,7.028046,10.020002,-1
Dorothy doesn't interview Valentine.,5.889202,10.763675,2
Who will be specifying to the criminal to kill?,6.276537,10.040343,2
Herbert kills the linguist.,6.212746,11.891922,2
The consumer won't interview Adriana.,6.755624,12.572856,2
Who was dodging a working?,6.767256,11.109346,-1
Keith is pouring a putting.,8.039461,11.60338,-1
Who calls the store owner?,5.498604,7.822835,2
Melanie downloads a group of people.,5.499013,9.051794,-1
Andy consumes a religious service.,7.919493,11.625491,2
The broker smelt a currency.,7.335604,11.767735,2
The musical conductor is cleaning a right distal phalanx III bone.,5.34513,10.471866,2
The performer will rede a group.,7.748284,12.54975,1
Who will be finding?,6.291164,7.757669,2
The joint forces land commander isn't borrowing a moss from Veronica.,7.081379,13.262515,1
The pope won't be hiding Patrick.,6.36278,10.876194,2
The composer kicked a group of people.,5.994812,10.878588,2
The sailor is bearing a week.,6.551437,10.025521,-1
The terrorist will be envenomming the day duration.,6.597651,10.649359,-1
Who isn't toying the day duration?,6.505831,7.757669,-1
Who pulled a geographic area?,7.626217,9.61152,-1
William auctioneers a group.,6.930524,8.84355,1
The cellist was wading a time measure.,6.569509,10.316867,-1
Hannah takes a time point.,6.325213,8.403636,-1
Carl will be driving a human child.,6.535629,10.113209,1
The diplomatic agent will assist the secretary of the interior.,5.112325,8.456737,2
Who nods an eye?,6.966241,7.757669,-1
The performer is running the college sophomore.,7.0065,11.718233,-1
Victoria will borrow the chemical equilibrium.,8.606184,12.240395,-1
The consumer was firing a home base.,6.570123,9.721725,-1
The draftsman will be starving Derek.,7.170303,14.472041,2
The Nazi swaps a leaving.,8.997307,13.164725,-1
Who will be smoking an intentional process?,7.093384,11.348057,-1
Maurice is emptying a physical system.,5.118523,10.155229,2
The deacon will acquire a putting.,6.817486,9.713888,-1
The theologian is envisaging a recreation or exercise.,5.968042,10.597776,2
Alphonso has not noticed the vice president.,5.319692,10.046218,2
Who concealed a time measure?,8.139406,11.775419,1
The founder drinks a college.,7.564305,10.741448,-1
Gary doesn't poison an organism.,7.115381,10.065096,2
Brooke will not be perceiving a legal action.,5.301166,9.08383,1
The confederate soldier will dump a cuneiform bone.,5.315958,10.768093,2
Irene is not reexamining a Seagull outboard.,5.006181,9.439114,-1
Who refinances a group of people?,5.679459,12.189419,1
The US military rank e9 doesn't interpret some DNA molecule.,7.21596,11.726992,-2
The comedian will lift a man.,6.771745,9.501736,2
Who reproduces the exponentiation?,6.211816,11.982324,2
The game referee interviewed Christian.,8.409256,9.739214,2
The baseball player was driving an ear.,5.741776,9.717643,-1
Wallace will not canvas a stationary artifact.,7.277977,12.098426,-1
Alfonso won't harm the spokesperson.,6.376239,11.053234,2
The geologist will be falling a day.,5.505949,9.621569,-1
Rick was losing the employee.,7.086878,10.247147,1
The chaplain will buy a fermentation from Alice.,6.640199,11.983192,2
The unemployed person has not pressed a man.,6.026535,10.834591,2
Melinda nodded 5.09 feus of water.,6.526889,10.358686,-1
The lawyer is ducking a translocation.,6.092782,9.848547,-1
The Queen regnant was burying a lateral inferior genicular artery.,5.518798,11.37044,2
The clerical secretary was inflating a shot gun.,6.017225,12.327279,-1
Amanda doesn't understand Edmund.,5.76541,8.60723,2
The prime minister doesn't locate the snooker player.,4.928648,8.532866,2
The part timer will be creating a purchase order.,5.012318,8.95132,2
The human slave was voting a residence.,7.644857,12.115566,1
The anthropologist will dream 5 fictional texts.,6.145944,9.781202,1
The US military rank e1 is loaning a right false rib 8 bone to the Joint Task Force Commander.,6.175998,11.558444,-2
Who will be purchasing an intentional process?,6.074066,10.130323,-1
The engineer was ascertaining a limb.,5.369697,10.502536,1
The historian was bombarding Geraldine.,6.318265,10.941952,2
The porter located a day.,7.229807,8.510275,-1
Agnes protects an area measure.,7.44045,12.506002,-2
The president of the united states will ingest an exhaust manifold.,5.33469,9.845318,-3
The subunified commander will take a maple tree.,6.643436,13.944547,-3
The anthropologist invested the year duration.,6.795616,11.772752,-2
Who sits Ralph?,9.708519,9.12875,-3
Who isn't vaccinating Catherine?,7.064736,14.215476,-3
The employee will steal a human child.,6.626473,10.492691,1
Who steals a girl from Walter?,6.063689,9.541559,1
Who is not dumping a girl?,6.219052,8.46596,1
Florence will design a computer.,6.461522,10.438767,2
Who will be pipping the government secretary?,5.581074,8.960932,-1
The porter is reexamining a canadian dollar coin.,5.778686,13.426162,2
The US military rank o8 doesn't shout a meningeal branch of vertebral artery.,6.072134,11.450001,-2
The solo singer masticates a npn transistor.,6.437397,11.313447,-1
Who has not comprehended a nation?,5.684093,8.941436,-3
Who will not solder a question?,6.409539,8.048453,1
Winston will sell a subjective assessment attribute.,6.897147,11.391831,-3
The writer was chilling a day.,6.33148,9.036368,-1
The database administrator was questioning Alphonso.,5.964255,9.433914,2
Who is constricting an eye?,5.336627,7.757669,1
Jeffrey is rendering the farm hand.,6.144439,9.247197,-3
The abbot won't be eating an organism.,5.621198,10.056576,2
The film producer was paying a tire.,6.676853,8.274353,1
Daisy will be kicking a group of people.,5.070534,8.319466,2
The clerical secretary will be mailing Michael eight breadfruits.,7.000923,12.773499,2
The king penalized Gertrude.,5.536965,10.340527,2
Teresa doesn't ideate a smoking device.,5.994281,9.834296,1
Who chooses?,7.247106,7.757669,2
Who planted a translocation?,6.761579,8.308489,-1
Helen will toy the living.,7.224897,7.500051,1
Carl was exchanging a position with an intentional process.,6.960984,11.746563,-3
The architect will observe a history.,6.378864,9.237699,1
Who will not dredge a fictional text?,6.145165,10.482864,-1
The researcher has not attacked Martin.,6.848673,10.916464,2
Who sets to Alicia?,8.882527,9.054776,2
The consul performs a limb.,8.057819,13.496705,-1
The prime minister planned.,6.733303,9.764862,2
The journalist will translate a number.,6.412404,9.031371,1
Who will not water the year duration?,6.894201,9.98103,-1
Alison auctions a day.,7.443523,7.372086,-1
Who will not be ducking a woman?,5.344687,8.580688,-1
Gordon is pressing the when.,6.924564,12.374737,-3
Who won't be determining a geographic area?,5.950588,10.732792,1
Ada smells a translocation.,8.55803,11.882649,-1
The artist sculpts a painted picture.,4.673975,8.8917,2
The US military rank o6 chews an outboard motor.,6.322879,11.065675,1
The US military rank o3 has not subjected an adrenal gland.,6.891096,12.035053,-3
The civilian internee is inheritting a right distal foot phalanx IV bone.,6.062997,13.911157,1
The economist wasn't dumping to a nation.,6.749491,11.478586,-1
Mathew has not poured a putting.,7.229711,13.191092,-1
The subunified commander was granting a piano to Grace.,6.952279,11.955685,2
The police officer doesn't see Phyllis.,4.423857,8.26354,2
The plumber will release the monk.,7.144671,12.607862,2
The darts player is injecting the king with a network resource.,6.17465,11.956926,-1
Lucy remembers a man.,5.381079,9.421738,2
The US military rankW o3 will be finding the cricketer.,6.786085,11.558444,-1
The college junior wasn't hunting a key.,6.298007,9.93383,1
Who heard the go player?,7.436745,10.255735,2
Sonya will mash the farm hand.,7.026759,10.567707,2
Who is infecting Kelli with the year duration?,6.581322,13.351498,-1
The consul doesn't partake the day duration.,6.481243,13.344561,-1
The US military rank o7 added a superior gluteal deep branch artery.,6.755423,11.558444,-1
Who lifted to a nation?,7.155024,7.91022,-1
Clarence is transforming the chemical equilibrium.,6.679228,10.376603,2
Lawrence bombards the geologist.,6.414219,10.615956,2
Who will not be attacking the captain officer?,6.231705,10.617428,2
Roy was closing an investing.,8.715162,10.397797,1
The consul will not be imbibing a week.,5.490419,10.661604,-1
Stephen will relinquish the prisoner of war.,5.557583,11.321255,2
The writer will boil a woman.,6.401695,9.03734,1
Bruce will be locating the designer.,7.038633,11.405753,2
The abbot will roughen a day.,6.022061,10.056576,-1
Desmond will subject a region.,7.469198,9.357479,-3
Who isn't shooting the bishop?,5.858638,9.703953,2
Amanda was closing an argument.,5.945978,6.281968,2
Daphne will be driving an indicating.,6.22341,7.14219,-1
The US military rank o6 kicks an unpowered vehicle.,6.883131,11.558444,-1
The ally was punishing the Queen consort.,7.212182,12.447463,2
Gertrude doesn't award a translocation to Inna.,5.578979,10.580074,-1
Who is not having an intentional process?,5.830958,7.757669,1
The US military rank special plays an auditorium seat.,7.225036,14.344305,-1
The political scientist will evacuate the part timer.,6.702626,13.027817,2
Who is getting the registered nurse?,5.602342,7.757669,2
The broker is cleaning a month.,6.724702,11.75154,-1
The Chess player rings Lucas.,8.873259,11.665735,2
The dissident will be chilling a linguistic expression.,7.093314,13.642091,-1
Who solders a question?,6.941411,9.192043,-1
The manager was turning a collection.,6.611174,10.337642,1
The government secretary will not be expressing a glove.,6.259641,10.261087,-1
Dora is befriending the astronomer.,4.83725,12.019724,2
Who was rendering the government secretary?,7.017973,11.451991,-1
Jessica wasn't running the plumber.,6.929388,10.292233,-1
The founder told a leaving.,7.826674,9.533027,-1
The gymnast will be dodging a game.,5.603673,12.069553,-1
Pauline lends a translocation to Lawrence.,6.619217,9.698599,-1
Louis was shouting a man.,7.381263,9.710058,1
The performer works a group.,6.280437,7.399048,1
The clerical secretary won't bray an involuntary muscle.,6.641829,11.54597,-1
The composer won't be drinking a subjective assessment attribute.,7.302856,13.842085,-1
Clarence was advertizing the living.,6.584809,9.412724,-1
Simon will interview Phil.,7.445686,7.400844,2
Gordon doesn't dilute a day.,5.329018,9.180809,-1
The secretary of the treasury was vandalizing a shirt.,5.394802,10.365287,2
Gerald soldered an artifact.,6.623495,7.097668,1
Mitch is selecting Priscilla.,6.915129,11.977955,2
The student will steal a physical system from Ethel.,5.908332,12.497608,1
The lacrosse player is not binding an avocado to Emma.,6.35196,12.208662,1
The violinist finds an object.,5.292875,7.422489,2
Who is penalising the civilian?,5.726583,9.446866,2
Who auctioneered a language?,6.685178,10.134932,-1
The consul general is wetting a clamp.,6.351053,13.496706,1
Who will not be firing a contest?,6.072287,11.793113,-1
The diplomat has not intended to Travis to sculpture.,7.304623,13.500319,-3
Who will be comminuting 9 organisms?,6.024199,10.09112,-1
The bishop will analyze an university.,7.689993,11.083677,2
The human slave bombed a guide book.,7.560927,10.394248,1
Who will perceive Mavis?,6.934859,8.122422,2
The musical conductor will be unveiling a grecian tub.,6.094921,10.163425,2
The paleontologist borrows a geographic area from Edward.,5.213097,10.783308,1
The celebrity was combining a day.,7.30781,11.247896,-1
The soldier won't be auctioneering a contest.,5.913853,11.767249,-1
The joint forces commander is finding.,6.52846,9.123841,-1
Who born a number?,7.37992,8.036391,-3
Alex will borrow a woman from the US military rankW o2.,7.12025,10.916166,-3
The military commander will shut 2 bacteriums.,6.439422,8.970962,-1
Daphne substitutes a day.,6.363183,7.099809,1
Who will pass the when?,5.953788,7.757669,3
Who will envenom a day?,5.559689,7.910453,-1
The vice president is stealing a radial branch artery in the hand.,5.746352,10.681999,-1
The spokesperson will produce the year duration.,7.253153,11.653439,-1
The cyclist was submitting a geographic area to Caitlin.,6.207964,12.437943,-1
The US military rank e4 is borrowing a contract document.,6.925822,11.558444,-2
The college sophomore is painting a tv remote.,6.132769,9.433577,2
Who will not be planning a working?,5.763423,8.453302,-3
Pauline wasn't eliminating the day duration.,7.082855,12.683872,-1
Who will find a nation?,5.603953,7.757669,-3
Claire is driving a geometric point.,5.890322,10.190979,-1
Barnaby will add the planet earth.,5.911138,8.159111,-3
Angelina has not soldered an artifact.,5.978861,10.20509,2
Who suffers the year duration?,7.734703,11.589347,-1
The major general irrigates a golf facility.,6.471931,8.881998,2
The soldier loses the US military rank e7.,6.205065,9.625336,2
The president of the united states will nod a deltoid artery.,5.126273,12.832119,-1
The dentist massaged a day.,6.281207,11.291144,-1
Ada sought a group.,8.325799,11.882649,2
Who was understanding the rock climber?,5.93108,10.068544,2
Rosemary was painting a leaving.,7.630717,12.122707,-1
The chargeD affaires penalises Alcyon.,7.749124,14.567797,-1
The physicist was starving the historian.,7.335377,11.903548,2
Who will be selling a number?,5.224363,7.757669,-1
Eileen assaults Marilyn.,8.31109,8.281826,2
The clerical secretary penalises the refugee.,6.71665,12.327279,2
The teacher will be investing a public program.,5.627899,9.778273,1
The government secretary turns a brake pedal.,6.661408,11.283183,2
Edward was adding a physical system.,7.03209,9.911417,1
The US military rank e5 constricts a nursery.,6.795622,11.558444,-3
The pilot will seat Rosemary.,6.782993,9.292002,1
The rabbi doesn't sculpt a translocation.,6.222733,11.819743,-1
Adrian impersonated the chairmanJC s.,7.783338,14.081813,1
Who kills the attorney?,6.322545,9.705351,2
The part timer was taking 7 poodles.,6.213233,9.573293,-1
Nicholas unwraps an eye.,5.62615,10.46324,1
The engineer inflates a time measure.,6.610299,11.112236,-1
Who was compacting a group of people?,5.321627,7.757669,-1
The chaplain was disbursing null.,6.21594,12.286731,-1
The corporal will not starve Hazel.,6.22049,12.482036,2
The directorJS was playing a combustion chamber.,7.708961,14.867467,-1
Who will be attacking Maggie?,6.301373,10.835017,2
Who won't drive a translocation?,6.098501,8.286165,-1
Edmund was shooting Dolly.,6.527756,9.395777,2
The performer will be cutting a human child.,5.750009,8.519118,2
The statistician was not expressing a recreation or exercise.,6.35591,9.496231,1
Who binds a school?,7.497035,7.757669,1
Kate isn't reding the past.,6.372261,10.220131,-1
The artist will not take a day.,5.04421,6.209255,1
The political scientist was not producing a party platform.,4.984178,8.310156,-1
The economist will smell the performer.,7.06698,11.478585,1
The librarian doesn't upload a subjective assessment attribute.,7.066542,12.458021,-1
The go player will be releasing the pharmacist.,6.902766,11.248324,1
The zoologist was not chewing a food.,5.931477,12.32113,1
The investor doesn't dodge the year duration.,7.281561,12.380264,-1
The consul general will be voting a barrier.,6.426778,12.389723,-1
Who consumes 15 pints of water?,4.731208,7.757669,2
The concierge envisages the day duration.,6.516811,14.229968,-1
Aileen doesn't support Seth.,6.228462,9.074665,2
The botanist will be designing a group of people.,4.198887,7.548776,-1
The sailor smells Travis.,9.062027,12.726426,2
Gloria will be waving an investing.,6.302465,9.68729,-1
The veteran won't be interchanging a corporation.,6.023928,10.973237,1
Yvonne presses a subjective assessment attribute.,7.253632,13.920382,-1
Benjamin reckons a human child.,6.245496,9.011179,1
Conan borrows an indicating from the ambassador.,6.556746,12.723789,-1
The statistician is specifying to Alicia to wade.,7.313697,12.45522,-1
The full time position will sell a marsupial to Hilda.,5.512138,11.173942,-3
Who rung Doris?,6.618425,8.259224,2
