sentence,n_tokens,avg_nll,p95,p99,max_surp,spike_frac_35,spike_frac_50,run_norm_35,uniq_token_ratio,rep_1gram,rep_2gram,top1_prob_mean,top1_minus_true_mean,punct_ratio,digit_ratio,upper_ratio,paren_imbalance_abs,bracket_imbalance_abs,human_label
The poker player painted a streetcar.,8,6.438477,11.609375,11.609375,12.828125,0.75,0.5,0.375,1,0,0,0.147705,0.130249,0.027027,0,0.027027,0,0,2
Who is choosing?,4,6.051758,7.753906,7.753906,9.671875,0.75,0.75,0.5,1,0,0,0.200073,0.153809,0.0625,0,0.0625,0,0,2
Pauline points a subjective assessment attribute to the theologian.,12,6.475667,11.320312,11.320312,13.390625,0.666667,0.583333,0.583333,1,0,0,0.23291,0.150269,0.014925,0,0.014925,0,0,2
Mitchell will evaporate a proposition.,8,6.26552,10.6875,10.6875,14.382812,0.625,0.5,0.25,1,0,0,0.308594,0.102356,0.026316,0,0.026316,0,0,-3
Who has not fished the year duration?,9,5.946832,9.210938,9.210938,14.179688,0.555556,0.444444,0.222222,1,0,0,0.210205,0.162354,0.027027,0,0.027027,0,0,-1
The sociologist will be evacuating Edmund.,9,6.165761,13.007812,13.007812,13.46875,0.666667,0.555556,0.222222,1,0,0,0.253174,0.104126,0.02381,0,0.047619,0,0,0
Winston steals a group of people from Alice.,10,5.230811,8.40625,8.40625,12.132812,0.6,0.5,0.3,1,0,0,0.271484,0.158936,0.022727,0,0.045455,0,0,2
The theologian has not pestled a time measure.,11,6.100575,12.992188,12.992188,16.296875,0.727273,0.454545,0.272727,1,0,0,0.233887,0.12915,0.021739,0,0.021739,0,0,-1
Who will be reeving a subjective assessment attribute?,11,6.431552,12.367188,12.367188,13.609375,0.727273,0.454545,0.454545,1,0,0,0.335449,0.297363,0.018519,0,0.018519,0,0,-3
Dominic won't be hearing Helen.,8,6.245972,10.320312,10.320312,10.976562,0.625,0.625,0.375,1,0,0,0.218018,0.136108,0.064516,0,0.064516,0,0,2
The migrant will show a human child.,8,6.825439,9.132812,9.132812,12.039062,0.875,0.625,0.5,1,0,0,0.240112,0.229736,0.027778,0,0.027778,0,0,1
The designer will compact a product.,7,6.604353,9.953125,9.953125,13.210938,0.857143,0.428571,0.571429,1,0,0,0.17688,0.164673,0.027778,0,0.027778,0,0,2
The drummer paid a subjective assessment attribute.,8,7.686279,12.4375,12.4375,13.820312,0.75,0.5,0.375,1,0,0,0.318359,0.295654,0.019608,0,0.019608,0,0,-3
Who has not canvased a newsprogram?,9,6.423828,10.625,10.625,14.507812,0.666667,0.444444,0.333333,1,0,0,0.305176,0.283203,0.028571,0,0.028571,0,0,-1
Diana lubricated a cell.,7,6.865513,8.867188,8.867188,15.515625,1,0.571429,1,1,0,0,0.200073,0.192139,0.041667,0,0.041667,0,0,1
The engineer has not cuted a time measure.,10,6.412891,10.609375,10.609375,11.109375,0.8,0.5,0.6,1,0,0,0.154663,0.137207,0.02381,0,0.02381,0,0,-3
Bertha will write a linguistic expression.,8,6.736206,9.835938,9.835938,13.234375,0.75,0.625,0.375,1,0,0,0.1698,0.137573,0.02381,0,0.02381,0,0,2
The psychologist waters 0 human children.,8,7.891357,11.609375,11.609375,14.3125,0.875,0.75,0.875,1,0,0,0.20459,0.190186,0.02439,0.02439,0.02439,0,0,1
Who seated Cinderalla?,5,8.245703,10.765625,10.765625,15.117188,0.8,0.6,0.8,1,0,0,0.358154,0.345703,0.045455,0,0.090909,0,0,2
Fred imagines a container.,6,6.92977,10.507812,10.507812,13.945312,0.666667,0.666667,0.333333,1,0,0,0.320312,0.116821,0.038462,0,0.038462,0,0,2
Angelina winks the year duration.,8,7.026245,10.203125,10.203125,12.921875,0.75,0.75,0.625,1,0,0,0.259277,0.223999,0.030303,0,0.030303,0,0,-1
The plumber is locating the potter.,8,6.039246,11.453125,11.453125,12.609375,0.75,0.5,0.375,1,0,0,0.197266,0.122742,0.028571,0,0.028571,0,0,2
Who was not wading an object?,8,6.484375,8.304688,8.304688,9.664062,0.875,0.75,0.875,1,0,0,0.209717,0.200684,0.034483,0,0.034483,0,0,-1
Who borrows a man from Edmund?,8,6.250376,13.101562,13.101562,13.234375,0.625,0.5,0.25,1,0,0,0.304199,0.166504,0.033333,0,0.066667,0,0,1
Ida wades an eye.,7,6.455636,8.804688,8.804688,9.71875,0.857143,0.714286,0.714286,1,0,0,0.207886,0.194824,0.058824,0,0.058824,0,0,-1
Who mails a human child?,6,7.25,7.753906,7.753906,15.953125,0.833333,0.666667,0.833333,1,0,0,0.223145,0.207764,0.041667,0,0.041667,0,0,0
Who was setting the exponentiation?,7,6.77553,12.765625,12.765625,14.34375,0.857143,0.428571,0.428571,1,0,0,0.204834,0.139648,0.028571,0,0.028571,0,0,2
The college junior doesn't harm Tom.,8,6.766724,10.742188,10.742188,12.023438,0.75,0.625,0.5,1,0,0,0.203735,0.154053,0.055556,0,0.055556,0,0,2
The golfer located the US military rank o6.,11,6.612371,9.90625,9.90625,12.492188,0.727273,0.636364,0.454545,1,0,0,0.240601,0.169556,0.023256,0.023256,0.069767,0,0,-1
Paula squeezes a leaving.,7,7.243312,14.265625,14.265625,15.507812,0.571429,0.571429,0.285714,1,0,0,0.249023,0.088623,0.04,0,0.04,0,0,-1
Violet inflates a group of people.,9,5.202799,9.171875,9.171875,13.390625,0.555556,0.444444,0.333333,1,0,0,0.226074,0.114807,0.029412,0,0.029412,0,0,-1
The dentist isn't stealing an automobile.,8,6.245605,10.4375,10.4375,11.296875,0.75,0.625,0.375,1,0,0,0.25708,0.205078,0.04878,0,0.02439,0,0,2
The chairmanJC s will fire an article.,9,8.502604,9.648438,9.648438,20.34375,1,0.777778,1,1,0,0,0.217163,0.212036,0.026316,0,0.078947,0,0,-1
Roy won't run Pauline.,7,6.754046,10.398438,10.398438,12.507812,0.714286,0.571429,0.285714,1,0,0,0.269775,0.219849,0.090909,0,0.090909,0,0,2
Roland was driving a man.,7,5.740444,7.273438,7.273438,11.242188,0.714286,0.714286,0.285714,1,0,0,0.236328,0.122314,0.04,0,0.04,0,0,-1
The cellist doesn't freeze an object.,9,6.159397,9.640625,9.640625,10.453125,0.777778,0.666667,0.444444,1,0,0,0.196899,0.150391,0.054054,0,0.027027,0,0,1
Who was not ironning the year duration?,9,7.570095,12.335938,12.335938,13.070312,0.777778,0.666667,0.555556,1,0,0,0.174316,0.149902,0.025641,0,0.025641,0,0,-1
The supreme court judge will recollect.,8,5.695801,7.398438,7.398438,10.539062,0.875,0.625,0.625,1,0,0,0.307129,0.253418,0.025641,0,0.025641,0,0,1
The college junior was drinking an insurance policy.,9,6.018446,8.640625,8.640625,12.507812,0.666667,0.555556,0.333333,1,0,0,0.137573,0.108765,0.019231,0,0.019231,0,0,-1
Who will solder a pipeline?,6,6.66862,9.039062,9.039062,13.632812,0.666667,0.5,0.5,1,0,0,0.20459,0.181274,0.037037,0,0.037037,0,0,2
The public prosecutor dumps a common wheat grain.,9,7.065104,10.929688,10.929688,15.515625,0.888889,0.666667,0.444444,1,0,0,0.174927,0.161621,0.020408,0,0.020408,0,0,1
Pete was concealing the prince consort.,9,6.037218,10.859375,10.859375,13.054688,0.666667,0.666667,0.444444,1,0,0,0.191406,0.127441,0.025641,0,0.025641,0,0,2
The historian sees a fact.,6,5.98112,7.878906,7.878906,11.03125,0.666667,0.5,0.5,1,0,0,0.151245,0.131226,0.038462,0,0.038462,0,0,2
Who suffers a nation?,5,6.955469,8.820312,8.820312,9.648438,1,0.6,1,1,0,0,0.187378,0.18103,0.047619,0,0.047619,0,0,-1
Who guided a question?,5,7.408203,8.742188,8.742188,12.101562,1,0.6,1,1,0,0,0.192383,0.185303,0.045455,0,0.045455,0,0,1
The major won't be locating an art work.,10,5.604102,11.09375,11.09375,12.054688,0.7,0.5,0.4,1,0,0,0.154785,0.082581,0.05,0,0.025,0,0,1
Who will not substitute a woman with a woman?,10,4.621826,7.753906,7.753906,12.132812,0.5,0.4,0.4,0.8,0,0.222222,0.238647,0.147339,0.022222,0,0.022222,0,0,1
Fred will infect the US military rank o6 with a time measure.,14,6.87779,11.867188,11.867188,12.382812,0.714286,0.714286,0.357143,1,0,0,0.239746,0.21167,0.016393,0.016393,0.04918,0,0,-1
The composer was not borrowing a subjective assessment attribute.,10,7.200977,12.0625,12.0625,13.664062,0.8,0.5,0.5,1,0,0,0.218994,0.202881,0.015385,0,0.015385,0,0,-1
The full time position will treat a stationary artifact.,10,6.757031,13.882812,13.882812,14.335938,0.7,0.5,0.4,1,0,0,0.181396,0.157104,0.017857,0,0.017857,0,0,-3
The paleontologist befriends the boxer.,9,5.147244,10.632812,10.632812,10.648438,0.444444,0.333333,0.222222,1,0,0,0.216553,0.134521,0.025641,0,0.025641,0,0,2
Ignatius doesn't run Janice.,9,5.340278,11.054688,11.054688,12,0.444444,0.444444,0.222222,1,0,0,0.297852,0.141235,0.071429,0,0.071429,0,0,2
The comedian was not drinking to a region.,9,6.417969,11.09375,11.09375,11.328125,0.777778,0.666667,0.555556,1,0,0,0.11261,0.101135,0.02381,0,0.02381,0,0,-1
Christopher was comparing a group of people.,8,5.357464,10.09375,10.09375,12.070312,0.625,0.375,0.375,1,0,0,0.30127,0.167358,0.022727,0,0.022727,0,0,2
Donald starves Alain.,6,7.375326,9.359375,9.359375,13.5,0.833333,0.666667,0.833333,1,0,0,0.217529,0.205933,0.047619,0,0.095238,0,0,2
The terrorist is bombing an occupational trade.,8,6.941162,10.648438,10.648438,12.070312,0.875,0.625,0.875,1,0,0,0.173706,0.16394,0.021277,0,0.021277,0,0,-1
Who extends zero organisms?,5,9.728125,13.210938,13.210938,15.710938,0.8,0.8,0.8,1,0,0,0.200684,0.191284,0.037037,0,0.037037,0,0,-1
The broker detects UNK_ORG_3.,10,6.696875,11.765625,11.765625,12.140625,0.8,0.5,0.6,1,0,0,0.149414,0.090271,0.103448,0.034483,0.241379,0,0,-3
The gymnast is exhibitting an university.,9,6.89171,14.125,14.125,14.9375,0.777778,0.444444,0.555556,1,0,0,0.188354,0.151367,0.02439,0,0.02439,0,0,2
The plumber is inheritting a hominid from the clerical secretary.,15,6.162565,12.609375,12.609375,15.960938,0.533333,0.466667,0.133333,1,0,0,0.199829,0.113403,0.015385,0,0.015385,0,0,1
The celebrity doesn't loan the corporal a man.,11,6.15261,12.34375,12.34375,12.351562,0.636364,0.454545,0.272727,1,0,0,0.239624,0.177734,0.043478,0,0.021739,0,0,1
Who will be bombing Valentine?,6,6.922201,10.507812,10.507812,13.4375,0.833333,0.5,0.5,1,0,0,0.309082,0.262451,0.033333,0,0.066667,0,0,1
Brooke suspires a GAU12U.,10,8.029102,14.726562,14.726562,15.304688,0.8,0.7,0.4,0.9,0,0,0.198364,0.18103,0.04,0.08,0.2,0,0,-3
The paleontologist found a fermentation.,8,5.935059,10.648438,10.648438,14.929688,0.625,0.5,0.25,1,0,0,0.194336,0.106506,0.025,0,0.025,0,0,1
Aileen will be searching the plumber.,8,6.629089,9.4375,9.4375,15.570312,0.75,0.5,0.375,1,0,0,0.215088,0.14563,0.027027,0,0.027027,0,0,2
Tina is evacuating Hamish.,8,5.679703,10.046875,10.046875,14.46875,0.625,0.5,0.5,1,0,0,0.293213,0.153931,0.038462,0,0.076923,0,0,2
Bonnie is xeroxing the past.,9,5.294596,10.164062,10.164062,12.203125,0.555556,0.444444,0.333333,1,0,0,0.22937,0.170044,0.035714,0,0.035714,0,0,2
Who has not smelt Martin?,7,6.375802,9.085938,9.085938,13.953125,0.714286,0.571429,0.285714,1,0,0,0.327637,0.208618,0.04,0,0.08,0,0,2
The dentist will comminute an industrial plant.,10,5.576318,11.296875,11.296875,12.09375,0.6,0.5,0.3,1,0,0,0.240601,0.116394,0.021277,0,0.021277,0,0,2
Geraldine will kill the darts player.,10,5.341504,9.132812,9.132812,9.359375,0.6,0.6,0.2,1,0,0,0.145874,0.114929,0.027027,0,0.027027,0,0,2
Who will be recalling?,5,6.093359,7.753906,7.753906,12.367188,0.8,0.6,0.4,1,0,0,0.288574,0.233643,0.045455,0,0.045455,0,0,2
The car racing driver has not refinanced a personal watercraft.,13,5.470032,10.851562,10.851562,14.820312,0.846154,0.461538,0.538462,1,0,0,0.387939,0.227783,0.015873,0,0.015873,0,0,2
Alice was smelling Bonnie.,5,8.482422,11.296875,11.296875,11.726562,1,0.8,1,1,0,0,0.266846,0.261719,0.038462,0,0.076923,0,0,2
The migrant will be shooting the waiter with a translocation.,12,6.289632,12.039062,12.039062,12.5625,0.666667,0.5,0.25,1,0,0,0.191406,0.112061,0.016393,0,0.016393,0,0,-3
The pope was lubing to a city.,9,6.207791,10.875,10.875,14.671875,0.888889,0.444444,0.444444,1,0,0,0.163452,0.131714,0.033333,0,0.033333,0,0,-1
Who stores the year duration?,6,7.999023,11.90625,11.90625,12.78125,0.833333,0.666667,0.5,1,0,0,0.195801,0.169189,0.034483,0,0.034483,0,0,-1
The footballer plans an enveloped virus.,9,7.328559,12.164062,12.164062,13.335938,0.888889,0.555556,0.666667,1,0,0,0.272949,0.261963,0.025,0,0.025,0,0,-1
The US military rank o6 is giving the film director a L4 vertebra bone.,18,6.244819,11.5625,11.5625,11.75,0.722222,0.555556,0.333333,1,0,0,0.219727,0.148804,0.014085,0.028169,0.056338,0,0,1
The consul will render a geographic area.,8,6.381348,11,11,13.5,0.75,0.5,0.5,1,0,0,0.153442,0.136108,0.02439,0,0.02439,0,0,2
Milton reproduces a mobile cell phone.,9,6.176297,11.890625,11.890625,15.21875,0.666667,0.555556,0.333333,1,0,0,0.232544,0.102539,0.026316,0,0.026316,0,0,2
Harold attacks a reasoning.,6,8.321289,14.21875,14.21875,14.6875,0.833333,0.666667,0.666667,1,0,0,0.102844,0.08606,0.037037,0,0.037037,0,0,2
The waiter reproduces an intentional process.,8,6.742287,11.820312,11.820312,15.148438,0.875,0.5,0.5,1,0,0,0.277344,0.152954,0.022222,0,0.022222,0,0,2
Ursula will inflate the periodical issue.,10,6.232227,10.304688,10.304688,13.742188,0.7,0.6,0.2,1,0,0,0.296875,0.221436,0.02439,0,0.02439,0,0,2
The dentist consumed a question.,6,7.165527,11.289062,11.289062,13.460938,0.833333,0.5,0.5,1,0,0,0.119812,0.088684,0.03125,0,0.03125,0,0,-1
The Astronaut was remembering.,6,6.267578,10.078125,10.078125,11.859375,0.833333,0.5,0.5,1,0,0,0.229492,0.190796,0.033333,0,0.066667,0,0,2
The dentist doesn't compare the coach.,8,5.987305,10.445312,10.445312,11.296875,0.625,0.5,0.375,1,0,0,0.220093,0.159424,0.052632,0,0.026316,0,0,2
Who sculptured a translocation?,7,7.611607,12.5625,12.5625,13.5625,1,0.571429,1,1,0,0,0.366455,0.360596,0.032258,0,0.032258,0,0,1
Sebastian will be ringing the secretary of the interior.,11,5.34992,9.171875,9.171875,12.664062,0.545455,0.454545,0.181818,0.909091,0,0,0.2323,0.105469,0.017857,0,0.017857,0,0,2
The government secretary doesn't penalize the go player.,11,5.892423,10.523438,10.523438,11.90625,0.636364,0.545455,0.363636,1,0,0,0.299805,0.184082,0.035714,0,0.017857,0,0,2
The car racing driver closes a wind surfing board.,10,6.596094,9.28125,9.28125,11.414062,0.8,0.7,0.5,1,0,0,0.201294,0.187256,0.02,0,0.02,0,0,-1
The composer located the day duration.,7,7.857701,12.203125,12.203125,12.320312,0.857143,0.714286,0.428571,1,0,0,0.196045,0.178223,0.026316,0,0.026316,0,0,-1
The scientist was posting an organization.,7,6.56529,9.976562,9.976562,11.09375,0.857143,0.428571,0.571429,1,0,0,0.168091,0.155396,0.02381,0,0.02381,0,0,2
Who is planning a hominid?,8,5.005539,7.753906,7.753906,10.445312,0.625,0.5,0.25,1,0,0,0.331543,0.181763,0.038462,0,0.038462,0,0,1
The US military rank special is nodding a forty five foot container.,14,6.56808,11.726562,11.726562,15.257812,0.857143,0.5,0.5,1,0,0,0.176392,0.146851,0.014706,0,0.044118,0,0,-1
Who will assist the saxophonist?,8,4.972485,8.8125,8.8125,12.75,0.5,0.375,0.375,1,0,0,0.315186,0.124023,0.03125,0,0.03125,0,0,2
Who has not assaulted Geoffrey?,6,7.427409,12.609375,12.609375,13.351562,0.833333,0.5,0.5,1,0,0,0.220215,0.203491,0.032258,0,0.064516,0,0,2
The permanent representative disbursed a kitchen.,8,7.316772,10.96875,10.96875,17.78125,0.75,0.625,0.5,1,0,0,0.271973,0.230347,0.020408,0,0.020408,0,0,1
The queen shoots the US military rank e3.,10,7.03125,10.851562,10.851562,11.890625,0.8,0.7,0.5,1,0,0,0.184204,0.168457,0.02439,0.02439,0.073171,0,0,-1
Malcolm compresses a number.,7,6.171596,8.84375,8.84375,16.421875,0.714286,0.428571,0.428571,1,0,0,0.302734,0.216553,0.035714,0,0.035714,0,0,2
Conan operated a water area.,7,7.028878,10.023438,10.023438,13.578125,0.857143,0.571429,0.428571,1,0,0,0.127808,0.104492,0.035714,0,0.035714,0,0,-1
Dorothy doesn't interview Valentine.,8,5.889221,10.757812,10.757812,12.023438,0.625,0.5,0.25,1,0,0,0.19812,0.06192,0.055556,0,0.055556,0,0,2
Who will be specifying to the criminal to kill?,10,6.276562,10.039062,10.039062,16.65625,0.8,0.5,0.4,0.9,0,0,0.242065,0.190918,0.021277,0,0.021277,0,0,2
Herbert kills the linguist.,7,6.213239,11.890625,11.890625,12.78125,0.428571,0.428571,0.142857,1,0,0,0.216309,0.129639,0.037037,0,0.037037,0,0,2
The consumer won't interview Adriana.,8,6.753113,12.570312,12.570312,13.1875,0.75,0.5,0.375,1,0,0,0.241699,0.159668,0.054054,0,0.054054,0,0,2
Who was dodging a working?,7,6.764648,11.109375,11.109375,14.367188,0.857143,0.571429,0.428571,1,0,0,0.235229,0.176025,0.038462,0,0.038462,0,0,-1
Keith is pouring a putting.,6,8.039062,11.601562,11.601562,12.9375,0.833333,0.666667,0.5,1,0,0,0.27124,0.255127,0.037037,0,0.037037,0,0,-1
Who calls the store owner?,6,5.495605,7.820312,7.820312,8.148438,0.666667,0.5,0.333333,1,0,0,0.229126,0.19043,0.038462,0,0.038462,0,0,2
Melanie downloads a group of people.,8,5.497009,9.046875,9.046875,13.921875,0.625,0.375,0.25,1,0,0,0.224609,0.096008,0.027778,0,0.027778,0,0,-1
Andy consumes a religious service.,6,7.919434,11.625,11.625,14.992188,0.666667,0.666667,0.333333,1,0,0,0.156128,0.123596,0.029412,0,0.029412,0,0,2
The broker smelt a currency.,7,7.332868,11.765625,11.765625,13.085938,0.857143,0.571429,0.571429,1,0,0,0.163696,0.143311,0.035714,0,0.035714,0,0,2
The musical conductor is cleaning a right distal phalanx III bone.,15,5.344786,10.476562,10.476562,12.328125,0.6,0.4,0.266667,1,0,0,0.315186,0.107971,0.015152,0,0.060606,0,0,2
The performer will rede a group.,7,7.746373,12.546875,12.546875,15.390625,1,0.714286,1,1,0,0,0.275879,0.267578,0.03125,0,0.03125,0,0,1
Who will be finding?,5,6.291016,7.753906,7.753906,11.203125,0.8,0.6,0.4,1,0,0,0.268066,0.214111,0.05,0,0.05,0,0,2
The joint forces land commander isn't borrowing a moss from Veronica.,13,7.080754,13.257812,13.257812,13.578125,0.769231,0.615385,0.461538,1,0,0,0.293213,0.247559,0.028986,0,0.028986,0,0,1
The pope won't be hiding Patrick.,8,6.362122,10.875,10.875,13.445312,0.75,0.5,0.375,1,0,0,0.201782,0.121094,0.060606,0,0.060606,0,0,2
The composer kicked a group of people.,8,5.994446,10.882812,10.882812,12.210938,0.75,0.5,0.625,1,0,0,0.318604,0.206421,0.026316,0,0.026316,0,0,2
The sailor is bearing a week.,7,6.549944,10.023438,10.023438,12.726562,0.714286,0.571429,0.285714,1,0,0,0.145874,0.112976,0.034483,0,0.034483,0,0,-1
The terrorist will be envenomming the day duration.,12,6.597087,10.648438,10.648438,14.84375,0.666667,0.583333,0.25,1,0,0,0.302246,0.246948,0.019608,0,0.019608,0,0,-1
Who is suffering a subjective assessment attribute?,8,7.166504,10.484375,10.484375,12.015625,0.75,0.75,0.625,1,0,0,0.238281,0.208374,0.019608,0,0.019608,0,0,-3
Who isn't toying the day duration?,9,6.504991,7.753906,7.753906,15.921875,0.666667,0.666667,0.333333,1,0,0,0.409424,0.37207,0.058824,0,0.029412,0,0,-1
UNK_PERSON_2 is forgiving Joseph the past.,10,8.38125,14.3125,14.3125,14.546875,0.8,0.5,0.5,1,0,0,0.20459,0.19104,0.071429,0.02381,0.238095,0,0,-3
Who pulled a geographic area?,6,7.624674,9.609375,9.609375,13.015625,0.833333,0.666667,0.5,1,0,0,0.222168,0.210938,0.034483,0,0.034483,0,0,-1
William auctioneers a group.,7,6.930559,8.84375,8.84375,16.453125,0.714286,0.714286,0.428571,1,0,0,0.362793,0.224609,0.035714,0,0.035714,0,0,1
The cellist was wading a time measure.,10,6.566992,10.3125,10.3125,11.5625,0.9,0.6,0.9,1,0,0,0.189819,0.177734,0.026316,0,0.026316,0,0,-1
Hannah takes a time point.,7,6.324079,8.398438,8.398438,11.179688,0.857143,0.714286,0.428571,1,0,0,0.171753,0.141357,0.038462,0,0.038462,0,0,0
Carl will be driving a human child.,8,6.537537,10.109375,10.109375,10.203125,0.75,0.625,0.375,1,0,0,0.213379,0.147339,0.028571,0,0.028571,0,0,1
The diplomatic agent will assist the secretary of the interior.,11,5.111861,8.453125,8.453125,11.53125,0.727273,0.454545,0.454545,0.909091,0,0,0.27417,0.172241,0.015873,0,0.015873,0,0,2
Who nods an eye?,5,6.967578,7.753906,7.753906,15.25,0.6,0.6,0.6,1,0,0,0.176636,0.151123,0.0625,0,0.0625,0,0,0
The performer is running the college sophomore.,8,7.002686,11.710938,11.710938,12.546875,0.75,0.5,0.5,1,0,0,0.108459,0.085266,0.021277,0,0.021277,0,0,-1
Victoria will borrow the chemical equilibrium.,7,8.605469,12.242188,12.242188,14.210938,1,0.714286,1,1,0,0,0.203125,0.200073,0.021739,0,0.021739,0,0,-1
The consumer was firing a home base.,8,6.567505,9.71875,9.71875,11.671875,0.875,0.625,0.5,1,0,0,0.127563,0.093567,0.027778,0,0.027778,0,0,-1
The draftsman will be starving Derek.,8,7.17041,14.46875,14.46875,14.898438,0.75,0.375,0.375,1,0,0,0.208252,0.131592,0.027027,0,0.054054,0,0,2
The Nazi swaps a leaving.,6,8.997396,13.164062,13.164062,14.367188,1,0.666667,1,1,0,0,0.096802,0.090881,0.04,0,0.08,0,0,-1
Who will be smoking an intentional process?,8,7.092163,11.34375,11.34375,11.421875,0.75,0.625,0.5,1,0,0,0.238525,0.197388,0.023256,0,0.023256,0,0,-1
Maurice is emptying a physical system.,10,5.119482,10.15625,10.15625,12.148438,0.6,0.4,0.2,1,0,0,0.224121,0.141846,0.026316,0,0.026316,0,0,2
The deacon will acquire a putting.,8,6.816406,9.710938,9.710938,13.234375,0.875,0.625,0.625,1,0,0,0.174072,0.145752,0.029412,0,0.029412,0,0,0
The theologian is envisaging a recreation or exercise.,11,5.969094,10.601562,10.601562,12.992188,0.818182,0.363636,0.363636,1,0,0,0.413086,0.297852,0.018519,0,0.018519,0,0,2
Alphonso has not noticed the vice president.,10,5.319336,10.046875,10.046875,11.28125,0.6,0.5,0.3,1,0,0,0.206665,0.140625,0.022727,0,0.022727,0,0,2
Who concealed a time measure?,6,8.139648,11.78125,11.78125,14.851562,0.666667,0.666667,0.333333,1,0,0,0.247925,0.234497,0.034483,0,0.034483,0,0,1
The founder drinks a college.,6,7.562174,10.734375,10.734375,15.015625,0.833333,0.5,0.5,1,0,0,0.270264,0.253174,0.034483,0,0.034483,0,0,-1
Gary doesn't poison an organism.,7,7.115444,10.070312,10.070312,14.25,0.714286,0.714286,0.428571,1,0,0,0.193359,0.102417,0.0625,0,0.03125,0,0,2
Brooke will not be perceiving a legal action.,11,5.300337,9.078125,9.078125,11.195312,0.727273,0.363636,0.272727,1,0,0,0.217773,0.165161,0.022222,0,0.022222,0,0,1
The confederate soldier will dump a cuneiform bone.,13,5.314754,10.765625,10.765625,13.046875,0.692308,0.461538,0.230769,1,0,0,0.299316,0.185181,0.019608,0,0.019608,0,0,2
Irene is not reexamining a Seagull outboard.,14,5.003989,9.429688,9.429688,10.789062,0.714286,0.357143,0.214286,1,0,0,0.285645,0.152832,0.022727,0,0.045455,0,0,0
Who refinances a group of people?,8,5.679932,12.1875,12.1875,14.320312,0.5,0.375,0.25,1,0,0,0.268555,0.175171,0.030303,0,0.030303,0,0,1
The US military rank e9 doesn't interpret some DNA molecule.,13,7.217135,11.726562,11.726562,13.523438,0.846154,0.615385,0.538462,1,0,0,0.255127,0.201782,0.033333,0.016667,0.1,0,0,-2
The comedian will lift a man.,7,6.772321,9.5,9.5,11.09375,1,0.571429,1,1,0,0,0.251221,0.242798,0.034483,0,0.034483,0,0,2
Who reproduces the exponentiation?,7,6.212544,11.984375,11.984375,15.40625,0.571429,0.428571,0.285714,1,0,0,0.291748,0.116333,0.029412,0,0.029412,0,0,2
The game referee interviewed Christian.,6,8.409505,9.734375,9.734375,12.710938,1,0.833333,1,1,0,0,0.194458,0.189941,0.025641,0,0.051282,0,0,2
The baseball player was driving an ear.,8,5.741699,9.71875,9.71875,10.8125,0.875,0.375,0.5,1,0,0,0.179199,0.162842,0.025641,0,0.025641,0,0,-1
Wallace will not canvas a stationary artifact.,9,7.279731,12.101562,12.101562,12.734375,0.777778,0.666667,0.666667,1,0,0,0.181763,0.150757,0.021739,0,0.021739,0,0,-1
The business person doesn't reproduce a subjective assessment attribute.,11,6.765447,12.210938,12.210938,12.289062,0.818182,0.545455,0.454545,1,0,0,0.22522,0.194824,0.027778,0,0.013889,0,0,-3
Alfonso won't harm the spokesperson.,9,6.374363,11.046875,11.046875,13.976562,0.666667,0.555556,0.222222,1,0,0,0.235962,0.119141,0.055556,0,0.027778,0,0,2
The geologist will be falling a day.,9,5.506293,9.625,9.625,10.601562,0.888889,0.333333,0.444444,1,0,0,0.144287,0.113953,0.027778,0,0.027778,0,0,-1
Rick was losing the employee.,6,7.087565,10.242188,10.242188,10.6875,0.666667,0.666667,0.5,1,0,0,0.217163,0.199707,0.034483,0,0.034483,0,0,1
The chaplain will buy a fermentation from Alice.,10,6.638525,11.984375,11.984375,14.070312,0.7,0.5,0.3,1,0,0,0.227661,0.150513,0.020833,0,0.041667,0,0,2
The unemployed person has not pressed a man.,9,6.026693,10.835938,10.835938,12.476562,0.777778,0.333333,0.333333,1,0,0,0.188965,0.168945,0.022727,0,0.022727,0,0,2
Melinda nodded 5.09 feus of water.,12,6.523926,10.351562,10.351562,12.4375,0.75,0.583333,0.416667,0.916667,0,0,0.176392,0.157349,0.058824,0.088235,0.029412,0,0,-1
The lawyer is ducking a translocation.,9,6.091119,9.851562,9.851562,13.304688,0.777778,0.444444,0.444444,1,0,0,0.248047,0.142578,0.026316,0,0.026316,0,0,-1
The Queen regnant was burying a lateral inferior genicular artery.,14,5.519405,11.367188,11.367188,12.992188,0.714286,0.428571,0.428571,1,0,0,0.297852,0.179199,0.015152,0,0.030303,0,0,2
The clerical secretary was inflating a shot gun.,11,6.014382,12.328125,12.328125,12.539062,0.636364,0.363636,0.272727,1,0,0,0.239868,0.185913,0.020833,0,0.020833,0,0,0
Amanda doesn't understand Edmund.,7,5.761719,8.601562,8.601562,13.515625,0.714286,0.428571,0.428571,1,0,0,0.296631,0.211182,0.060606,0,0.060606,0,0,2
The prime minister doesn't locate the snooker player.,12,4.927012,8.53125,8.53125,13.859375,0.583333,0.416667,0.166667,1,0,0,0.269287,0.131348,0.037736,0,0.018868,0,0,2
The part timer will be creating a purchase order.,10,5.01344,8.960938,8.960938,9.578125,0.7,0.4,0.4,1,0,0,0.302734,0.167847,0.020408,0,0.020408,0,0,2
